"Code","dist_nearest_school","pred_ntl_antilog","pred_ndvi","geometry"
"R321",497.213459307675,15.0116279020468,0.631669918486233,c(121.1622344, 13.9458125)
"R322",713.630466690244,8.79597034331075,0.664407272696848,c(121.1249531, 13.9411375)
"R323",416.231086465293,15.2217845953157,0.630787486814976,c(121.1633125, 13.9539375)
"R324",327.71388794672,15.9244361692462,0.700731982240119,c(121.1504375, 13.9428125)
"R325",465.219565199256,11.0758909953238,0.837547386775366,c(121.1358125, 13.9428125)
"R326",444.949177273082,19.7169006755586,0.704384109351679,c(121.1518125, 13.9411875)
"R327",55.2695376366455,8.04980045506892,0.778495517070768,c(121.1312012, 13.9450336)
"R328",195.058446126511,19.4994521097875,0.645511231277209,c(121.1530625, 13.9435625)
"R329",698.785666677458,10.0360859684931,0.608019871771127,c(121.1689375, 13.9615625)
"R330",404.740161203895,15.0801843139836,0.629550380484418,c(121.1633125, 13.9540625)
"R331",294.583222248758,15.0657992191668,0.672152334071928,c(121.1509375, 13.9438125)
"R332",351.00221988252,17.1030497317166,0.699943311711203,c(121.1508125, 13.9424375)
"R333",541.184006266272,15.8992436451041,0.678047468069769,c(121.1655625, 13.9509375)
"R334",1260.13379662831,5.94987664488557,0.710613305903556,c(121.1117344, 13.9372875)
"R335",421.471078052038,18.9548538601832,0.740734916901521,c(121.1675781, 14.0073625)
"R336",350.082602878042,18.2762353751917,0.625841950662277,c(121.1580156, 13.9493625)
"R337",1872.07008087503,3.20216116644022,0.813943818922054,c(121.1511875, 13.8858125)
"R338",305.884847558991,14.8094796483232,0.591600143821477,c(121.1620781, 13.9700375)
"R339",411.927285601834,12.4016182360828,0.795710096912161,c(121.1690625, 13.9424375)
"R340",828.450845053461,4.57527623443729,0.668512276312504,c(121.1998125, 13.9731875)
"R341",188.856076919852,13.7486021353348,0.654888123303323,c(121.1514375, 13.9453125)
"R342",309.601208490735,14.9045707925355,0.591315857549059,c(121.1620781, 13.9701375)
"R343",622.071075985149,15.4765261018204,0.691238756284095,c(121.1657969, 13.9489625)
"R344",30.9945716605236,2.93870823542634,0.750946946943751,c(121.2030156, 13.9802125)
"R345",40.0168391796986,7.81229589073513,0.748836066610433,c(121.1340156, 13.9474375)
"R346",416.611062060797,14.603818919543,0.631568140464081,c(121.1639044, 13.95440438)
"R347",170.457222072274,23.9427296989031,0.736306864678749,c(121.1697031, 14.0082875)
"R348",30.5043669371916,8.30107837104606,0.783230972294653,c(121.1319375, 13.9448125)
"R349",284.205846957121,22.7929170700885,0.763347998963551,c(121.1686094, 14.0093375)
"R350",360.013643862473,9.60644426618412,0.822224382896955,c(121.1342656, 13.9427875)
"R351",244.102795738424,16.206295464427,0.769429002341326,c(121.1495469, 13.9403125)
"R352",159.726321511984,24.8682494840365,0.74394454647261,c(121.1697344, 14.0090875)
"R353",358.639730871979,15.7037698567703,0.68806643126558,c(121.1506875, 13.9431875)
"R354",353.148675710052,9.49232149798247,0.821089352947142,c(121.1341406, 13.9427375)
