longitude,latitude,NDVI,NDVI_rescaled,red_reflectance,NIR_reflectance,NDVI_calculated
121.1576412,13.93958333,5698,0.5698,460,1679,0.569892473
121.1619343,13.93958333,6211,0.6211,416,1780,0.621129326
121.1662274,13.93958333,7833,0.7833,254,2091,0.78336887
121.1705205,13.93958333,8447,0.8447,240,2852,0.844760673
121.1748136,13.93958333,8683,0.8683,208,2952,0.86835443
121.1791067,13.93958333,9011,0.9011,126,2423,0.901137701
121.1833998,13.93958333,8766,0.8766,178,2708,0.876645877
121.1876929,13.93958333,8908,0.8908,173,2997,0.890851735
121.191986,13.93958333,9549,0.9549,77,3338,0.954904832
121.1962791,13.93958333,9302,0.9302,129,3569,0.930232558
121.2005722,13.93958333,8164,0.8164,461,4561,0.816407806
121.2048653,13.93958333,3718,0.3718,2637,5759,0.371843735
121.2091584,13.93958333,5423,0.5423,1135,3825,0.54233871
121.2134515,13.93958333,9010,0.901,149,2863,0.901062417
121.2177446,13.93958333,7375,0.7375,528,3496,0.737574553
121.2220376,13.93958333,8077,0.8077,532,5003,0.807768744
121.2263307,13.93958333,7702,0.7702,622,4793,0.770267775
121.2306238,13.93958333,7916,0.7916,638,5485,0.791605422
121.2349169,13.93958333,9319,0.9319,199,5651,0.931965812
121.23921,13.93958333,9533,0.9533,85,3558,0.953335163
121.0738873,13.93541667,9342,0.9342,147,4323,0.934228188
121.0781803,13.93541667,9190,0.919,185,4386,0.919054911
121.0824733,13.93541667,9148,0.9148,195,4387,0.91488433
121.0867663,13.93541667,8717,0.8717,276,4028,0.871747212
121.0910593,13.93541667,1537,0.1537,3488,4755,0.153706175
121.0953524,13.93541667,1537,0.1537,3488,4755,0.153706175
121.0996454,13.93541667,9561,0.9561,55,2451,0.956105347
121.1039384,13.93541667,8073,0.8073,322,3020,0.807301017
121.1082314,13.93541667,8391,0.8391,322,3681,0.83912066
121.1125244,13.93541667,7440,0.744,433,2950,0.744014189
121.1168175,13.93541667,8073,0.8073,335,3142,0.807305148
121.1211105,13.93541667,6838,0.6838,657,3499,0.683830606
121.1254035,13.93541667,4887,0.4887,1283,3736,0.488742777
121.1296965,13.93541667,5122,0.5122,1162,3603,0.51227702
121.1339895,13.93541667,8498,0.8498,269,3314,0.849846497
121.1382826,13.93541667,9223,0.9223,129,3193,0.922335942
121.1425756,13.93541667,8580,0.858,220,2880,0.858064516
121.1468686,13.93541667,7674,0.7674,309,2348,0.76740685
121.1511616,13.93541667,8713,0.8713,186,2705,0.871324801
121.1554546,13.93541667,8064,0.8064,254,2371,0.80647619
121.1597476,13.93541667,7611,0.7611,310,2286,0.761171032
121.1640407,13.93541667,7472,0.7472,342,2364,0.747228381
121.1683337,13.93541667,7683,0.7683,348,2656,0.768308921
121.1726267,13.93541667,8740,0.874,199,2961,0.874050633
121.1769197,13.93541667,8671,0.8671,212,2979,0.867126293
121.1812127,13.93541667,7070,0.707,914,5326,0.707051282
121.1855058,13.93541667,9545,0.9545,69,2970,0.954590326
121.1897988,13.93541667,9413,0.9413,87,2881,0.941374663
121.1940918,13.93541667,8107,0.8107,528,5053,0.810786597
121.1983848,13.93541667,8932,0.8932,273,4843,0.893275997
121.2026778,13.93541667,9005,0.9005,267,5100,0.900503074
121.2069709,13.93541667,8814,0.8814,294,4665,0.881427707
121.2112639,13.93541667,8678,0.8678,322,4551,0.867843218
121.2155569,13.93541667,8688,0.8688,315,4490,0.868886576
121.2198499,13.93541667,8284,0.8284,377,4017,0.828402367
121.2241429,13.93541667,8820,0.882,335,5346,0.882063017
121.228436,13.93541667,9181,0.9181,213,4990,0.918124159
121.232729,13.93541667,8879,0.8879,311,5241,0.8879683
121.237022,13.93541667,9201,0.9201,243,5840,0.920105211
121.0759958,13.93125,9190,0.919,185,4386,0.919054911
121.0802888,13.93125,9148,0.9148,195,4387,0.91488433
121.0845817,13.93125,8319,0.8319,386,4209,0.831991295
121.0888747,13.93125,6226,0.6226,777,3341,0.622632346
121.0931676,13.93125,5443,0.5443,891,3020,0.544362056
121.0974605,13.93125,5063,0.5063,685,2090,0.506306306
121.1017535,13.93125,8692,0.8692,98,1401,0.869246164
121.1060464,13.93125,9012,0.9012,67,1290,0.901252763
121.1103394,13.93125,7440,0.744,433,2950,0.744014189
121.1146323,13.93125,8073,0.8073,335,3142,0.807305148
121.1189252,13.93125,8513,0.8513,261,3250,0.851324409
121.1232182,13.93125,5010,0.501,1243,3739,0.501003613
121.1275111,13.93125,9225,0.9225,140,3477,0.92258778
121.1318041,13.93125,7468,0.7468,421,2905,0.746843055
121.136097,13.93125,6915,0.6915,505,2769,0.691508858
121.14039,13.93125,6827,0.6827,522,2769,0.682771194
121.1446829,13.93125,6449,0.6449,592,2743,0.644977511
121.1489758,13.93125,8165,0.8165,298,2950,0.816502463
121.1532688,13.93125,8491,0.8491,204,2501,0.849168207
121.1575617,13.93125,7954,0.7954,275,2414,0.795462997
121.1618547,13.93125,6892,0.6892,571,3104,0.689251701
121.1661476,13.93125,4499,0.4499,1568,4133,0.449921066
121.1704406,13.93125,7078,0.7078,637,3724,0.707865169
121.1747335,13.93125,9383,0.9383,106,3332,0.938336242
121.1790264,13.93125,7070,0.707,914,5326,0.707051282
121.1833194,13.93125,7640,0.764,277,2071,0.764054514
121.1876123,13.93125,9545,0.9545,69,2970,0.954590326
121.1919053,13.93125,9122,0.9122,163,3550,0.912200377
121.1961982,13.93125,8688,0.8688,298,4245,0.868809157
121.2004912,13.93125,8827,0.8827,281,4511,0.882721202
121.2047841,13.93125,8740,0.874,294,4375,0.874062969
121.209077,13.93125,8953,0.8953,251,4547,0.895373072
121.21337,13.93125,8618,0.8618,331,4461,0.861853088
121.2176629,13.93125,8284,0.8284,377,4017,0.828402367
121.2219559,13.93125,8286,0.8286,430,4589,0.828651126
121.2262488,13.93125,9388,0.9388,112,3550,0.93883124
121.2305417,13.93125,8737,0.8737,320,4749,0.873742355
121.2348347,13.93125,9098,0.9098,254,5383,0.909881142
121.078105,13.92708333,8840,0.884,262,4256,0.884019478
121.0823978,13.92708333,8581,0.8581,320,4191,0.858124584
121.0866907,13.92708333,8319,0.8319,386,4209,0.831991295
121.0909836,13.92708333,3637,0.3637,1583,3393,0.363745981
121.0952764,13.92708333,7941,0.7941,454,3956,0.794104308
121.0995693,13.92708333,7176,0.7176,666,4052,0.717676982
121.1038622,13.92708333,7165,0.7165,590,3573,0.716550564
121.108155,13.92708333,7411,0.7411,400,2691,0.741184083
121.1124479,13.92708333,9499,0.9499,76,2961,0.949950609
121.1167407,13.92708333,8833,0.8833,184,2970,0.883322765
121.1210336,13.92708333,9387,0.9387,107,3386,0.938734612
121.1253265,13.92708333,8641,0.8641,283,3883,0.864138262
121.1296193,13.92708333,8932,0.8932,180,3191,0.893206764
121.1339122,13.92708333,7655,0.7655,386,2907,0.765563316
121.1382051,13.92708333,7453,0.7453,393,2693,0.745301361
121.1424979,13.92708333,7212,0.7212,498,3075,0.721242653
121.1467908,13.92708333,7183,0.7183,415,2532,0.718357652
121.1510837,13.92708333,7183,0.7183,415,2532,0.718357652
121.1553765,13.92708333,4243,0.4243,1159,2868,0.424385399
121.1596694,13.92708333,6876,0.6876,585,3161,0.687666845
121.1639623,13.92708333,4499,0.4499,1568,4133,0.449921066
121.1682551,13.92708333,7078,0.7078,637,3724,0.707865169
121.172548,13.92708333,6652,0.6652,687,3418,0.665286236
121.1768409,13.92708333,6149,0.6149,767,3217,0.614959839
121.1811337,13.92708333,8076,0.8076,342,3214,0.807649044
121.1854266,13.92708333,7961,0.7961,407,3587,0.796194291
121.1897194,13.92708333,8286,0.8286,401,4280,0.828669088
121.1940123,13.92708333,9163,0.9163,124,2839,0.916301046
121.1983052,13.92708333,8955,0.8955,182,3303,0.895552367
121.202598,13.92708333,9285,0.9285,162,4373,0.928555678
121.2068909,13.92708333,9862,0.9862,14,2020,0.986234022
121.2111838,13.92708333,8773,0.8773,306,4683,0.877330126
121.2154766,13.92708333,8997,0.8997,218,4130,0.899724011
121.2197695,13.92708333,9491,0.9491,89,3410,0.949128322
121.2240624,13.92708333,9388,0.9388,112,3550,0.93883124
121.2283552,13.92708333,9388,0.9388,112,3550,0.93883124
121.2326481,13.92708333,9010,0.901,243,4668,0.901038485
121.236941,13.92708333,9268,0.9268,153,4029,0.926829268
121.114557,13.92291667,9499,0.9499,76,2961,0.949950609
121.1188497,13.92291667,9225,0.9225,131,3253,0.922576832
121.1231425,13.92291667,9144,0.9144,137,3065,0.914428482
121.1274353,13.92291667,9048,0.9048,149,2983,0.904853129
121.1317281,13.92291667,9131,0.9131,144,3173,0.913174555
121.1360209,13.92291667,8186,0.8186,298,2989,0.818679647
121.1403137,13.92291667,8186,0.8186,298,2989,0.818679647
121.1446065,13.92291667,7212,0.7212,498,3075,0.721242653
121.1488993,13.92291667,7183,0.7183,415,2532,0.718357652
121.153192,13.92291667,3857,0.3857,1020,2301,0.385727191
121.1574848,13.92291667,7151,0.7151,361,2174,0.715187377
121.1617776,13.92291667,7878,0.7878,368,3101,0.787835111
121.1660704,13.92291667,6918,0.6918,618,3393,0.69184742
121.1703632,13.92291667,6652,0.6652,687,3418,0.665286236
121.174656,13.92291667,6149,0.6149,767,3217,0.614959839
121.1789488,13.92291667,6149,0.6149,767,3217,0.614959839
121.1832416,13.92291667,7207,0.7207,373,2298,0.720703856
121.1875343,13.92291667,9719,0.9719,33,2321,0.971962617
121.1918271,13.92291667,9719,0.9719,33,2321,0.971962617
121.1961199,13.92291667,9092,0.9092,136,2860,0.909212283
121.2004127,13.92291667,8962,0.8962,241,4407,0.896299484
121.2047055,13.92291667,9285,0.9285,162,4373,0.928555678
121.2089983,13.92291667,9283,0.9283,62,1668,0.928323699
121.2132911,13.92291667,8849,0.8849,286,4685,0.884932609
121.2175839,13.92291667,8840,0.884,314,5100,0.884004433
121.2218766,13.92291667,9047,0.9047,175,3500,0.904761905
121.2261694,13.92291667,9369,0.9369,108,3320,0.936989498
121.2304622,13.92291667,9494,0.9494,100,3853,0.949405515
121.234755,13.92291667,9494,0.9494,100,3853,0.949405515
121.1166666,13.91875,8821,0.8821,190,3035,0.882170543
121.1209593,13.91875,9144,0.9144,137,3065,0.914428482
121.125252,13.91875,9048,0.9048,149,2983,0.904853129
121.1295447,13.91875,9048,0.9048,149,2983,0.904853129
121.1338374,13.91875,9057,0.9057,165,3338,0.905795033
121.1381302,13.91875,8043,0.8043,320,2951,0.80434118
121.1424229,13.91875,7706,0.7706,362,2795,0.770668356
121.1467156,13.91875,7706,0.7706,362,2795,0.770668356
121.1510083,13.91875,9665,0.9665,53,3119,0.966582598
121.155301,13.91875,4386,0.4386,1685,4318,0.438614026
121.1595937,13.91875,7878,0.7878,368,3101,0.787835111
121.1638864,13.91875,4589,0.4589,1184,3193,0.458990176
121.1681791,13.91875,6358,0.6358,783,3517,0.635813953
121.1724718,13.91875,8853,0.8853,118,1940,0.885325559
121.1767645,13.91875,8853,0.8853,118,1940,0.885325559
121.1810573,13.91875,8618,0.8618,191,2574,0.861844485
121.18535,13.91875,7997,0.7997,376,3380,0.799787007
121.1896427,13.91875,8009,0.8009,547,4948,0.800909918
121.1939354,13.91875,9086,0.9086,251,5245,0.908660844
121.1982281,13.91875,8772,0.8772,300,4587,0.877225292
121.2025208,13.91875,8773,0.8773,292,4468,0.877310924
121.2068135,13.91875,9095,0.9095,222,4686,0.909535452
121.2111062,13.91875,8849,0.8849,286,4685,0.884932609
121.2153989,13.91875,8840,0.884,314,5100,0.884004433
121.2196916,13.91875,9047,0.9047,175,3500,0.904761905
121.2239844,13.91875,9047,0.9047,175,3500,0.904761905
121.2282771,13.91875,8994,0.8994,168,3174,0.8994614
121.2325698,13.91875,8807,0.8807,178,2807,0.880737018
121.2368625,13.91875,9751,0.9751,41,3255,0.975121359
121.1187768,13.91458333,9500,0.95,90,3513,0.950041632
121.1230695,13.91458333,9383,0.9383,94,2956,0.938360656
121.1273621,13.91458333,9012,0.9012,162,3118,0.901219512
121.1316547,13.91458333,9057,0.9057,165,3338,0.905795033
121.1359473,13.91458333,9057,0.9057,165,3338,0.905795033
121.14024,13.91458333,8043,0.8043,320,2951,0.80434118
121.1445326,13.91458333,9435,0.9435,89,3064,0.943545829
121.1488252,13.91458333,6374,0.6374,740,3342,0.637432631
121.1531179,13.91458333,4331,0.4331,1233,3117,0.433103448
121.1574105,13.91458333,7121,0.7121,421,2504,0.712136752
121.1617031,13.91458333,4589,0.4589,1184,3193,0.458990176
121.1659958,13.91458333,6358,0.6358,783,3517,0.635813953
121.1702884,13.91458333,7251,0.7251,549,3446,0.725156446
121.174581,13.91458333,4737,0.4737,978,2739,0.473769169
121.1788737,13.91458333,9581,0.9581,49,2292,0.958137548
121.1831663,13.91458333,8545,0.8545,147,1874,0.854527462
121.1874589,13.91458333,7169,0.7169,446,2705,0.716915265
121.1917516,13.91458333,8073,0.8073,423,3969,0.807377049
121.1960442,13.91458333,8145,0.8145,479,4686,0.814520813
121.2003368,13.91458333,3055,0.3055,3037,5710,0.305590488
121.2046295,13.91458333,8009,0.8009,506,4578,0.800944138
121.2089221,13.91458333,9075,0.9075,235,4848,0.90753492
121.2132147,13.91458333,8902,0.8902,256,4408,0.890222985
121.2175074,13.91458333,9070,0.907,148,3036,0.907035176
121.2218,13.91458333,8819,0.8819,270,4305,0.881967213
121.2260926,13.91458333,8010,0.801,475,4301,0.801088777
121.2303853,13.91458333,9918,0.9918,14,3420,0.991846243
121.2346779,13.91458333,9733,0.9733,48,3553,0.973340739
121.1208876,13.91041667,9383,0.9383,94,2956,0.938360656
121.1251801,13.91041667,8778,0.8778,318,4887,0.877809798
121.1294727,13.91041667,9139,0.9139,234,5203,0.913923119
121.1337653,13.91041667,8552,0.8552,415,5321,0.855299861
121.1380578,13.91041667,4758,0.4758,1170,3294,0.475806452
121.1423504,13.91041667,6648,0.6648,1011,5022,0.664843362
121.1466429,13.91041667,9435,0.9435,89,3064,0.943545829
121.1509355,13.91041667,3480,0.348,1732,3581,0.348014305
121.155228,13.91041667,7121,0.7121,421,2504,0.712136752
121.1595206,13.91041667,4767,0.4767,1583,4468,0.476780697
121.1638131,13.91041667,4146,0.4146,2000,4833,0.414605591
121.1681057,13.91041667,3650,0.365,2326,5001,0.365088031
121.1723983,13.91041667,4342,0.4342,1381,3501,0.434248259
121.1766908,13.91041667,9581,0.9581,49,2292,0.958137548
121.1809834,13.91041667,9581,0.9581,49,2292,0.958137548
121.1852759,13.91041667,8545,0.8545,147,1874,0.854527462
121.1895685,13.91041667,7169,0.7169,446,2705,0.716915265
121.193861,13.91041667,8691,0.8691,207,2957,0.869152971
121.1981536,13.91041667,5661,0.5661,1220,4404,0.566145092
121.2024461,13.91041667,6523,0.6523,979,4653,0.65234375
121.2067387,13.91041667,8744,0.8744,223,3330,0.874472277
121.2110313,13.91041667,9351,0.9351,168,5010,0.935110081
121.2153238,13.91041667,8419,0.8419,426,4965,0.84195882
121.2196164,13.91041667,8511,0.8511,282,3506,0.851108765
121.2239089,13.91041667,8089,0.8089,484,4582,0.808922227
121.2282015,13.91041667,9494,0.9494,116,4472,0.949433304
121.232494,13.91041667,9809,0.9809,32,3335,0.980991981
121.2367866,13.91041667,9691,0.9691,33,2109,0.969187675
121.1187065,13.90625,9966,0.9966,5,3002,0.996674426
121.1229989,13.90625,8941,0.8941,277,4957,0.894153611
121.1272914,13.90625,8863,0.8863,260,4316,0.886363636
121.1315839,13.90625,9414,0.9414,167,5537,0.9414446
121.1358764,13.90625,9056,0.9056,300,6057,0.905615857
121.1401688,13.90625,7086,0.7086,896,5255,0.708665258
121.1444613,13.90625,7867,0.7867,338,2832,0.786750789
121.1487538,13.90625,7867,0.7867,338,2832,0.786750789
121.1530463,13.90625,9857,0.9857,18,2511,0.985765125
121.1573388,13.90625,3621,0.3621,982,2097,0.362130562
121.1616312,13.90625,3924,0.3924,1974,4524,0.39242844
121.1659237,13.90625,6503,0.6503,904,4267,0.650357764
121.1702162,13.90625,5530,0.553,1073,3728,0.55300979
121.1745087,13.90625,4378,0.4378,1002,2563,0.437868163
121.1788011,13.90625,8846,0.8846,238,3888,0.884634028
121.1830936,13.90625,8423,0.8423,240,2804,0.842312746
121.1873861,13.90625,7540,0.754,301,2147,0.754084967
121.1916786,13.90625,8691,0.8691,207,2957,0.869152971
121.1959711,13.90625,5297,0.5297,1302,4236,0.52979415
121.2002635,13.90625,6880,0.688,704,3810,0.688081524
121.204556,13.90625,7029,0.7029,698,4001,0.702915514
121.2088485,13.90625,8516,0.8516,422,5268,0.851669596
121.213141,13.90625,8845,0.8845,320,5224,0.884559885
121.2174334,13.90625,9426,0.9426,68,2305,0.94268858
121.2217259,13.90625,6759,0.6759,736,3807,0.675985032
121.2260184,13.90625,9096,0.9096,163,3445,0.909645233
121.2303109,13.90625,9809,0.9809,32,3335,0.980991981
121.2346034,13.90625,9476,0.9476,105,3903,0.94760479
121.2388958,13.90625,8893,0.8893,226,3859,0.889351285
121.1208184,13.90208333,8387,0.8387,330,3762,0.838709677
121.1251108,13.90208333,9087,0.9087,238,4978,0.908742331
121.1294032,13.90208333,9157,0.9157,231,5253,0.915754923
121.1336956,13.90208333,8232,0.8232,468,4828,0.82326284
121.137988,13.90208333,8088,0.8088,314,2971,0.808828006
121.1422804,13.90208333,7437,0.7437,622,4233,0.74376931
121.1465728,13.90208333,7867,0.7867,338,2832,0.786750789
121.1508652,13.90208333,6252,0.6252,879,3812,0.625239821
121.1551576,13.90208333,6252,0.6252,879,3812,0.625239821
121.15945,13.90208333,7254,0.7254,714,4488,0.725490196
121.1637424,13.90208333,5544,0.5544,1263,4406,0.554418769
121.1680348,13.90208333,6139,0.6139,966,4038,0.613908873
121.1723272,13.90208333,6064,0.6064,1225,5000,0.606425703
121.1766196,13.90208333,5044,0.5044,1658,5033,0.504408907
121.180912,13.90208333,9974,0.9974,3,2383,0.997485331
121.1852044,13.90208333,9498,0.9498,52,2022,0.949855352
121.1894968,13.90208333,8407,0.8407,151,1745,0.8407173
121.1937892,13.90208333,8407,0.8407,151,1745,0.8407173
121.1980816,13.90208333,8988,0.8988,83,1558,0.898842169
121.202374,13.90208333,8632,0.8632,269,3664,0.863208747
121.2066664,13.90208333,8516,0.8516,422,5268,0.851669596
121.2238361,13.90208333,8700,0.87,296,4258,0.870004392
121.2281285,13.90208333,5796,0.5796,1034,3886,0.579674797
121.2324209,13.90208333,4880,0.488,1643,4776,0.488082256
121.2367133,13.90208333,9476,0.9476,105,3903,0.94760479
121.2410057,13.90208333,8950,0.895,217,3917,0.895016933
121.1272233,13.89791667,8661,0.8661,341,4753,0.866117
121.1315156,13.89791667,9157,0.9157,231,5253,0.915754923
121.1358079,13.89791667,8027,0.8027,407,3720,0.802762297
121.1401003,13.89791667,7723,0.7723,470,3660,0.772397094
121.1443926,13.89791667,8000,0.8,152,1368,0.8
121.1486849,13.89791667,8164,0.8164,116,1148,0.816455696
121.1529772,13.89791667,8865,0.8865,70,1164,0.886547812
121.1572696,13.89791667,9045,0.9045,83,1657,0.904597701
121.1615619,13.89791667,8232,0.8232,379,3910,0.823268827
121.1658542,13.89791667,7534,0.7534,418,2973,0.753465055
121.1701465,13.89791667,6699,0.6699,900,4554,0.669966997
121.1744389,13.89791667,6064,0.6064,1225,5000,0.606425703
121.1787312,13.89791667,5616,0.5616,920,3278,0.561696046
121.1830235,13.89791667,9974,0.9974,3,2383,0.997485331
121.1873158,13.89791667,9498,0.9498,52,2022,0.949855352
121.1916082,13.89791667,4936,0.4936,1188,3504,0.493606138
121.1959005,13.89791667,4066,0.4066,1453,3445,0.406696611
121.2001928,13.89791667,8632,0.8632,269,3664,0.863208747
121.2302391,13.89791667,8801,0.8801,255,4000,0.880141011
121.2345314,13.89791667,8489,0.8489,368,4503,0.848901663
121.2388237,13.89791667,8838,0.8838,288,4671,0.88384755
121.243116,13.89791667,8950,0.895,217,3917,0.895016933
121.2474084,13.89791667,9724,0.9724,32,2289,0.972425679
121.1250441,13.89375,9639,0.9639,88,4798,0.963978715
121.1293363,13.89375,9016,0.9016,184,3558,0.901656868
121.1336286,13.89375,6657,0.6657,922,4595,0.665760377
121.1379208,13.89375,7789,0.7789,406,3268,0.77898748
121.1422131,13.89375,9915,0.9915,13,3061,0.991541965
121.1465053,13.89375,9431,0.9431,101,3454,0.943178622
121.1507976,13.89375,8175,0.8175,103,1026,0.817537644
121.1550898,13.89375,8318,0.8318,105,1144,0.831865492
121.1593821,13.89375,8237,0.8237,116,1200,0.823708207
121.1636743,13.89375,9044,0.9044,66,1315,0.904417089
121.1679666,13.89375,9084,0.9084,114,2376,0.908433735
121.1722588,13.89375,8952,0.8952,157,2840,0.895228562
121.176551,13.89375,4771,0.4771,1328,3752,0.477165354
121.1808433,13.89375,3243,0.3243,2334,4575,0.324359531
121.1851355,13.89375,5681,0.5681,1345,4884,0.568148981
121.1894278,13.89375,4936,0.4936,1188,3504,0.493606138
121.19372,13.89375,4066,0.4066,1453,3445,0.406696611
121.1980123,13.89375,9388,0.9388,76,2408,0.938808374
121.2023045,13.89375,6014,0.6014,693,2785,0.601495112
121.2323502,13.89375,9648,0.9648,66,3685,0.964809384
121.2366425,13.89375,6687,0.6687,658,3315,0.668764158
121.2409347,13.89375,4645,0.4645,1381,3777,0.464521132
121.245227,13.89375,9724,0.9724,32,2289,0.972425679
121.2495192,13.89375,7022,0.7022,282,1612,0.702217529
121.2538115,13.89375,9548,0.9548,86,3722,0.954831933
121.2581037,13.89375,8877,0.8877,277,4660,0.887786105
121.1228656,13.88958333,9918,0.9918,14,3401,0.991800878
121.1271578,13.88958333,8306,0.8306,166,1795,0.830698623
121.1314499,13.88958333,9518,0.9518,63,2553,0.951834862
121.1357421,13.88958333,5313,0.5313,1069,3493,0.531345901
121.1400343,13.88958333,8991,0.8991,207,3898,0.899147381
121.1443264,13.88958333,8664,0.8664,268,3745,0.866434089
121.1486186,13.88958333,9054,0.9054,55,1109,0.905498282
121.1529108,13.88958333,8175,0.8175,103,1026,0.817537644
121.1572029,13.88958333,7060,0.706,568,3297,0.706080207
121.1614951,13.88958333,4589,0.4589,2080,5609,0.458967356
121.1657873,13.88958333,6656,0.6656,984,4902,0.665647299
121.1700795,13.88958333,5281,0.5281,1576,5104,0.528143713
121.1743716,13.88958333,4625,0.4625,1159,3154,0.462555066
121.1786638,13.88958333,5081,0.5081,1165,3572,0.508127507
121.182956,13.88958333,4465,0.4465,2003,5235,0.446532191
121.1872481,13.88958333,9023,0.9023,262,5106,0.902384501
121.1915403,13.88958333,8148,0.8148,473,4637,0.814872798
121.1958325,13.88958333,8400,0.84,413,4750,0.840015495
121.2001246,13.88958333,5911,0.5911,920,3580,0.591111111
121.2430463,13.88958333,8752,0.8752,191,2871,0.875244938
121.2473385,13.88958333,9107,0.9107,130,2782,0.910714286
121.2516307,13.88958333,9276,0.9276,96,2556,0.92760181
121.2559228,13.88958333,9095,0.9095,170,3589,0.909550412
121.260215,13.88958333,9400,0.94,106,3430,0.940045249
121.2645072,13.88958333,9514,0.9514,90,3614,0.951403888
121.2687993,13.88958333,9088,0.9088,158,3310,0.9088812
121.1249799,13.88541667,4955,0.4955,1462,4334,0.495514148
121.129272,13.88541667,8819,0.8819,255,4067,0.881999075
121.1335641,13.88541667,9729,0.9729,49,3572,0.972935653
121.1378562,13.88541667,8638,0.8638,320,4380,0.863829787
121.1421483,13.88541667,7075,0.7075,773,4513,0.707529323
121.1464404,13.88541667,8837,0.8837,249,4035,0.883753501
121.1507325,13.88541667,7992,0.7992,394,3531,0.799235669
121.1550246,13.88541667,6988,0.6988,506,2855,0.698899137
121.1593166,13.88541667,6829,0.6829,592,3142,0.682913765
121.1636087,13.88541667,8102,0.8102,476,4541,0.810245166
121.1679008,13.88541667,7572,0.7572,485,3511,0.757257257
121.1721929,13.88541667,4659,0.4659,1641,4504,0.465907242
121.176485,13.88541667,3057,0.3057,2738,5150,0.305780933
121.1807771,13.88541667,4452,0.4452,1463,3811,0.445202882
121.1850692,13.88541667,6716,0.6716,707,3600,0.671697237
121.1893613,13.88541667,9528,0.9528,112,4639,0.952852031
121.1936534,13.88541667,8240,0.824,462,4788,0.824
121.1356788,13.88125,9729,0.9729,49,3572,0.972935653
121.1399708,13.88125,7075,0.7075,773,4513,0.707529323
121.1442629,13.88125,8837,0.8837,249,4035,0.883753501
121.1485549,13.88125,8423,0.8423,240,2805,0.842364532
121.1528469,13.88125,8085,0.8085,405,3826,0.808555897
121.1571389,13.88125,9508,0.9508,96,3809,0.950832266
121.1614309,13.88125,7117,0.7117,717,4257,0.711700844
121.1657229,13.88125,8364,0.8364,196,2201,0.836462244
121.1700149,13.88125,4659,0.4659,1641,4504,0.465907242
121.174307,13.88125,7084,0.7084,590,3458,0.708498024
121.178599,13.88125,9694,0.9694,65,4193,0.969469234
121.182891,13.88125,9409,0.9409,52,1708,0.940909091
121.187183,13.88125,9000,0.9,83,1578,0.900060205
121.1335022,13.87708333,7563,0.7563,502,3619,0.756369813
121.1377941,13.87708333,7563,0.7563,502,3619,0.756369813
121.142086,13.87708333,7855,0.7855,455,3789,0.785579642
121.146378,13.87708333,8423,0.8423,240,2805,0.842364532
121.1506699,13.87708333,7917,0.7917,246,2116,0.791701948
121.1549619,13.87708333,9983,0.9983,3,3622,0.998344828
121.1592538,13.87708333,7938,0.7938,335,2915,0.793846154
121.1635457,13.87708333,4861,0.4861,1740,5032,0.486119315
121.1678377,13.87708333,4549,0.4549,1351,3606,0.454912245
121.1721296,13.87708333,7724,0.7724,339,2641,0.772483221
121.1764216,13.87708333,9694,0.9694,65,4193,0.969469234
121.1807135,13.87708333,8070,0.807,316,2959,0.807022901
121.1313262,13.87291667,8842,0.8842,222,3614,0.884254432
121.1356181,13.87291667,8941,0.8941,213,3811,0.894135189
121.13991,13.87291667,7609,0.7609,460,3388,0.760914761
121.1442018,13.87291667,7609,0.7609,460,3388,0.760914761
121.1484937,13.87291667,7749,0.7749,305,2405,0.774907749
121.1527855,13.87291667,6412,0.6412,755,3454,0.641244951
121.1570774,13.87291667,7673,0.7673,339,2575,0.76733013
121.1613693,13.87291667,7495,0.7495,727,5079,0.749569411
121.1656611,13.87291667,5005,0.5005,1155,3470,0.500540541
121.169953,13.87291667,8481,0.8481,166,2021,0.848193873
121.1742449,13.87291667,7032,0.7032,540,3099,0.703215169
121.1785367,13.87291667,7530,0.753,440,3124,0.75308642
121.1463182,13.86875,8912,0.8912,157,2730,0.891236578
121.15061,13.86875,9325,0.9325,103,2951,0.932547479
121.1549017,13.86875,9325,0.9325,103,2951,0.932547479
121.1591935,13.86875,8112,0.8112,458,4394,0.811211871
121.1634853,13.86875,5005,0.5005,1155,3470,0.500540541
121.1677771,13.86875,8504,0.8504,292,3613,0.850448143
121.1720689,13.86875,8891,0.8891,188,3204,0.889150943
121.1613102,13.86458333,7708,0.7708,416,3215,0.770862021
121.1656019,13.86458333,8357,0.8357,311,3477,0.835797254
